Certificate of Inspection,Inspection Number,Date of Occurance,Business Unique ID,Business Name,DBA Trade Name,Business Category,Inspection type,Device Category,Device Class,Device Type,Devices Inspected,Devices Approved,Devices Condemned/Confiscated,Address Type,Building Number,Street Name,Street Name 2,Unit Type,Unit,City,State,Postcode,Borough,Community Board,Council District,BIN,BBL,NTA,Latitude,Longitude
A0158193,INS-000724394,03/13/2024,BA-1686649-2024,CARNICERIA LA MALINCHE CORP.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,2,2,0,Complete Address,480,60TH ST,,,,BROOKLYN,NY,11220,Brooklyn,307,38,3143441,3057820036,BK32,40.63984058,-74.01678371
A0158198,INS-000724398,03/13/2024,BA-1120269-2022,9105 K FOOD CORP.,,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,15,15,0,Complete Address,9105,3RD AVE,,,,BROOKLYN,NY,11209,Brooklyn,310,47,3154729,3060860001,BK31,40.62025044,-74.03236165
A0158198,INS-000724398,03/13/2024,BA-1120269-2022,9105 K FOOD CORP.,,Supermarket - 819,Scale,Scale,Scale Inspection,Customer Scale - 01,1,1,0,Complete Address,9105,3RD AVE,,,,BROOKLYN,NY,11209,Brooklyn,310,47,3154729,3060860001,BK31,40.62025044,-74.03236165
A0158198,INS-000724398,03/13/2024,BA-1120269-2022,9105 K FOOD CORP.,,Supermarket - 819,Scale,Scale,Scale Inspection,Pre-pack Scale - 01,9,9,0,Complete Address,9105,3RD AVE,,,,BROOKLYN,NY,11209,Brooklyn,310,47,3154729,3060860001,BK31,40.62025044,-74.03236165
A0158209,INS-000724415,03/13/2024,BA-1678840-2023,LM III INC.,Lincoln Market,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,13,13,0,Complete Address,1134,FULTON ST,,,,BROOKLYN,NY,11216,Brooklyn,303,36,3057751,3020170008,BK69,40.68108723,-73.95548016
A0158220,INS-000722760,03/13/2024,BA-1433711-2022,NEW YORK LANKA INC,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,Complete Address,313,VICTORY BLVD,,,,STATEN ISLAND,NY,10301,Staten Island,501,49,5002625,5001090082,SI35,40.63456494,-74.08520897
A0158233,INS-000717852,03/13/2024,BA-1282177-2022,LUCKY H&M INC,,Retail Laundry,Scale,Scale,Laundry Scales,Platform Scale - 02,1,1,0,Complete Address,174,HIGHLAWN AVE,,,,BROOKLYN,NY,11223,Brooklyn,311,43,3178062,3066740003,BK29,40.6033919,-73.97954859
A0158236,INS-000724443,03/13/2024,BA-1629439-2023,"WESTERN BEEF RETAIL, INC.",WESTERN BEEF,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,5,5,0,Complete Address,14535,ROCKAWAY BLVD,,,,JAMAICA,NY,11436,Queens,412,28,4261643,4120490114,QN76,40.6735607,-73.79235412
A0158246,INS-000724456,03/13/2024,BA-1678898-2023,161 DELI AND GRILL CORP.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,Complete Address,9046,161ST ST,,,,JAMAICA,NY,11432,Queens,412,27,4208855,4097570047,QN61,40.70518457,-73.79927073
A0158250,INS-000724463,03/13/2024,BA-1541479-2022,"SEVEN & ONE FOODS, LLC",,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,8,8,0,Complete Address,2020,NEW HAVEN AVE,,,,FAR ROCKAWAY,NY,11691,Queens,414,31,4300871,4157500001,QN15,40.60076731,-73.7540667
A0158250,INS-000724463,03/13/2024,BA-1541479-2022,"SEVEN & ONE FOODS, LLC",,Supermarket - 819,Scale,Scale,Scale Inspection,Customer Scale - 01,1,1,0,Complete Address,2020,NEW HAVEN AVE,,,,FAR ROCKAWAY,NY,11691,Queens,414,31,4300871,4157500001,QN15,40.60076731,-73.7540667
A0158250,INS-000724463,03/13/2024,BA-1541479-2022,"SEVEN & ONE FOODS, LLC",,Supermarket - 819,Scale,Scale,Scale Inspection,Pre-pack Scale - 01,2,2,0,Complete Address,2020,NEW HAVEN AVE,,,,FAR ROCKAWAY,NY,11691,Queens,414,31,4300871,4157500001,QN15,40.60076731,-73.7540667
A0158274,INS-000721794,03/13/2024,BA-1300521-2022,"LI, KWONG SHING",LI'S LAUNDROMAT,Retail Laundry,Scale,Scale,Laundry Scales,Platform Scale - 02,1,1,0,Complete Address,6412,11TH AVE,,,,BROOKLYN,NY,11219,Brooklyn,310,43,3141963,3057440051,BK30,40.62910956,-74.00545437
A0158280,INS-000724514,03/13/2024,BA-1190585-2022,COUSINS MEATS AND FISH MARKET LLC,,Retail Store - 820,Scale,Scale,Scale Inspection,Computing Scale - 02,1,1,0,Complete Address,1443A,WEBSTER AVENUE,,,,BRONX,NY,10456,Bronx,204,16,2009300,2028870129,BX14,40.83742335,-73.90666736
A0158133,INS-000724260,03/12/2024,BA-1466139-2022,NEHORAI MEIR CORP,KOSHERTOWN,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,2,2,0,Complete Address,459,ALBANY AVENUE,,,,BROOKLYN,NY,11213,Brooklyn,309,35,3038330,3014220001,BK63,40.66426015,-73.93988382
A0158151,INS-000724290,03/12/2024,BA-1688439-2024,"LHAKPA ENTERPRISES, INC",,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,2,2,0,Complete Address,3007,BROADWAY,,,,ASTORIA,NY,11106,Queens,401,22,4007515,4005890006,QN70,40.762284,-73.92602386
A0158152,INS-000724294,03/12/2024,BA-1582898-2023,"Earth Positive, LLC",Precycle,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,4,4,0,Complete Address,593,VANDERBILT AVE,,,,BROOKLYN,NY,11238,Brooklyn,308,35,3027902,3011380006,BK64,40.67980137,-73.96808175
A0158154,INS-000724300,03/12/2024,BA-1329631-2022,"LERMAN, MENACHEM",RED APPLE FRUIT & VEGETABLE,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,2,2,0,Complete Address,455,ALBANY AVE,,,,BROOKLYN,NY,11213,Brooklyn,309,35,3038331,3014220005,BK63,40.66435072,-73.93987292
A0158159,INS-000724313,03/12/2024,BA-1680357-2023,174TH GRAND FOODMART CORP.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,Complete Address,1645,GRAND AVE,,,,BRONX,NY,10453,Bronx,205,14,2008449,2028660015,BX36,40.84698422,-73.91512977
A0158181,INS-000724377,03/13/2024,BA-1334154-2022,"GROSIK, INC.",,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,Complete Address,6045,FRESH POND RD,,,,MASPETH,NY,11378,Queens,405,30,4061649,4027580005,QN30,40.71582165,-73.90148079
A0158307,INS-000724557,03/13/2024,BA-1682507-2024,AFRICAN UNITY MEAT V CORP,,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,Complete Address,1770,JEROME AVE,,,,BRONX,NY,10453,Bronx,205,14,2008209,2028500009,BX41,40.84828829,-73.91191844
A0158320,INS-000716384,03/13/2024,BA-1691072-2024,CHEESEANDBREAD LLC,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,Complete Address,9524,4TH AVE,,,,BROOKLYN,NY,11209,Brooklyn,310,47,3155607,3061170036,BK31,40.61560929,-74.03127884
A0158322,INS-000724578,03/13/2024,BA-1655496-2023,AVENUE N DELI CORPORATION,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,Complete Address,5017,AVENUE N,,,,BROOKLYN,NY,11234,Brooklyn,318,46,3219952,3078750003,BK58,40.61897445,-73.92661493
A0158335,INS-000724600,03/13/2024,BA-1414586-2022,OCEAN PARK MARKET CORP,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,Complete Address,1721,SEAGIRT BLVD,,,,FAR ROCKAWAY,NY,11691,Queens,414,31,4436181,4156380001,QN15,40.5951186,-73.75156695
A0158337,INS-000722664,03/13/2024,BA-1555521-2022,YUNG LAUNDROMAT INC.,,Retail Laundry,Scale,Scale,Laundry Scales,Platform Scale - 02,1,1,0,Complete Address,394,5 AVENUE,,,,BROOKLYN,NY,11215,Brooklyn,306,39,3021603,3009930038,BK37,40.67069217,-73.98505422
A0158347,INS-000724617,03/13/2024,BA-1688548-2024,FRESH DELI AND GRILL 2 CORP,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,Complete Address,3079,FULTON ST,,,,BROOKLYN,NY,11208,Brooklyn,305,37,3087730,3039440010,BK82,40.68100721,-73.88134183
A0158375,INS-000724660,03/13/2024,BA-1688566-2024,ABU AND BROTHERS CORP.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,Complete Address,1393,WEBSTER AVE,,,,BRONX,NY,10456,Bronx,204,16,2009303,2028870151,BX14,40.83609832,-73.90748956
A0158412,INS-000724741,03/13/2024,BA-1538054-2022,SAVEMORE DELI GROCERY CORP.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,Complete Address,1363,WEBSTER AVE,,,,BRONX,NY,10456,Bronx,204,16,2088271,2028870157,BX14,40.83555511,-73.90779388
A0158415,INS-000724746,03/13/2024,BA-1172534-2022,FAR ROCKAWAY DRUGS INC.,OCEAN PARK DRUGS,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,Complete Address,1727,SEAGIRT BLVD,,,,FAR ROCKAWAY,NY,11691,Queens,414,31,4436181,4156380001,QN15,40.59511862,-73.75157415
A0158422,INS-000724766,03/13/2024,BA-1237806-2022,CARILUIS CORP.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,Complete Address,14418,ROCKAWAY BLVD,,,,JAMAICA,NY,11436,Queens,412,28,4261944,4120620158,QN76,40.67372916,-73.79445534
A0158437,INS-000724810,03/14/2024,BA-1564310-2022,SUN HUI FOOD CORP.,,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,9,9,0,Complete Address,9406,63RD DR,,,,REGO PARK,NY,11374,Queens,406,30,4072132,4030830050,QN18,40.72877893,-73.86316979
A0158457,INS-000724860,03/14/2024,BA-1416058-2022,NEW MORRIS DELI & GROCERY INC,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,Complete Address,744,MORRIS PARK AVE,,,,BRONX,NY,10462,Bronx,211,13,2043076,2040340008,BX37,40.84554161,-73.86455246
A0158458,INS-000724863,03/14/2024,BA-1682974-2024,LA TUYA MEAT MARKET & DELI CORP.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,2,2,0,Complete Address,854,KNICKERBOCKER AVE,,,,BROOKLYN,NY,11207,Brooklyn,304,37,3079330,3034240045,BK77,40.69174831,-73.90596617
A0158539,INS-000721661,03/14/2024,BA-1133113-2022,E & B LAUNDROMAT INC,,Retail Laundry,Scale,Scale,Laundry Scales,Computing Scale - 02,1,1,0,Complete Address,193,W BURNSIDE AVE,,,,BRONX,NY,10453,Bronx,205,14,2014986,2032280009,BX36,40.85430199,-73.91565543
A0158593,INS-000725106,03/14/2024,BA-1417461-2022,NONNA'S KITCHEN & DELICATESSEN INC,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,Complete Address,3148,AMPERE AVE,,,,BRONX,NY,10465,Bronx,210,13,2075761,2054110289,BX10,40.84633151,-73.82352751
A0158634,INS-000725181,03/15/2024,BA-1325844-2022,JANEY GROCERY CORP,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,Complete Address,4601,48TH AVE,,,,WOODSIDE,NY,11377,Queens,402,26,4052884,4022840060,QN31,40.73930321,-73.91932659
A0158650,INS-000725208,03/15/2024,BA-1295303-2022,GRAND AVENUE GOURMET FOODS INC,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,Complete Address,50,W BURNSIDE AVE,,,,BRONX,NY,10453,Bronx,205,14,2089977,2028690130,BX36,40.85401466,-73.90954677
A0158655,INS-000725221,03/15/2024,BA-1688764-2024,OZONE PARK ORGANIC DELI CORP.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,Complete Address,8319,101ST AVE,,,,OZONE PARK,NY,11416,Queens,409,32,4188241,4090540090,QN53,40.68143937,-73.85596588
A0158697,INS-000725285,03/15/2024,BA-1608038-2023,KING 1 GOURMET DELI INC,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,Complete Address,8016,101ST AVE,,,,OZONE PARK,NY,11416,Queens,409,32,4188765,4090800001,QN53,40.68077248,-73.85824955
A0158709,INS-000725297,03/15/2024,BA-1145682-2022,"DCOM MArketing & Communication, Inc.",,Misc Non-Food Retail - 817,Scale,Scale,Scale Inspection,Platform Scale - 02,2,2,0,Complete Address,20417,HILLSIDE AVE,,,,HOLLIS,NY,11423,Queens,408,23,4224410,4105330001,QN06,40.72041891,-73.7609233
A0158710,INS-000725299,03/15/2024,BA-1583042-2023,HANS SUNNYSIDE CORP,,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,6,6,0,Complete Address,4125,GREENPOINT AVE,,,,SUNNYSIDE,NY,11104,Queens,402,26,4002643,4001960042,QN31,40.74013239,-73.92373893
A0158710,INS-000725299,03/15/2024,BA-1583042-2023,HANS SUNNYSIDE CORP,,Supermarket - 819,Scale,Scale,Scale Inspection,Customer Scale - 01,1,1,0,Complete Address,4125,GREENPOINT AVE,,,,SUNNYSIDE,NY,11104,Queens,402,26,4002643,4001960042,QN31,40.74013239,-73.92373893
A0158710,INS-000725299,03/15/2024,BA-1583042-2023,HANS SUNNYSIDE CORP,,Supermarket - 819,Scale,Scale,Scale Inspection,Pre-pack Scale - 01,2,2,0,Complete Address,4125,GREENPOINT AVE,,,,SUNNYSIDE,NY,11104,Queens,402,26,4002643,4001960042,QN31,40.74013239,-73.92373893
A0158718,INS-000725310,03/15/2024,BA-1196481-2022,FISH HOUSE SUNNYSIDE CORP.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,Complete Address,4749,42ND ST,,,,SUNNYSIDE,NY,11104,Queens,402,26,4002132,4001750007,QN31,40.74026369,-73.92306036
A0158728,INS-000725323,03/15/2024,BA-1680655-2023,TARGET CORPORATION,,Megastore - 821,Scale,Scale,Scale Inspection,Customer Scale - 01,1,1,0,Complete Address,215,E FORDHAM RD,,,,BRONX,NY,10458,Bronx,207,15,2088404,2031540045,BX05,40.86237226,-73.89647347
A0158747,INS-000725350,03/15/2024,BA-1307624-2022,HONG KEY MARKET INC,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,Complete Address,7022,18TH AVE,,,,BROOKLYN,NY,11204,Brooklyn,311,43,3157289,3061710049,BK28,40.61609094,-73.99326441
A0158764,INS-000725376,03/15/2024,BA-1320518-2022,KEYSTONE MANAGEMENT NY INC.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,Complete Address,89,LAFAYETTE AVE,,,,BROOKLYN,NY,11217,Brooklyn,302,35,3058845,3020990079,BK68,40.68718372,-73.97476329
A0158767,INS-000725381,03/15/2024,BA-1688826-2024,DARLIN MINI MARKET INC,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,Complete Address,200,WINTHROP ST,,,,BROOKLYN,NY,11225,Brooklyn,309,40,3115865,3050490048,BK60,40.65686394,-73.95387447
A0158777,INS-000725543,03/18/2024,BA-1125576-2022,BAYFRUIT CORP.,,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,Complete Address,1717,AVENUE Z,,,,BROOKLYN,NY,11235,Brooklyn,315,48,3204044,3074380024,BK17,40.58820779,-73.95220089
A0158778,INS-000725546,03/18/2024,BA-1279326-2022,LAS MARIAS DELI CORP.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,Complete Address,7417,WOODSIDE AVE,,,,ELMHURST,NY,11373,Queens,404,25,4036937,4014940065,QN29,40.74316871,-73.89048406
A0158785,INS-000723947,03/18/2024,BA-1603794-2023,"CLEAN RITE CENTERS, LLC",,Retail Laundry,Scale,Scale,Laundry Scales,Platform Scale - 02,1,1,0,Complete Address,16804,LIBERTY AVE,,,,JAMAICA,NY,11433,Queens,412,27,4217743,4102210007,QN01,40.70264082,-73.79039893
A0158786,INS-000725555,03/18/2024,BA-1560406-2022,RIG'S MEAT MARKET CORP.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,2,2,0,Complete Address,4158,WHITE PLAINS RD,,,,BRONX,NY,10466,Bronx,212,11,2063676,2048450036,BX44,40.89234449,-73.85794669
A0158799,INS-000721711,03/18/2024,BA-1181057-2022,"CLEAN RITE CENTER 48-03 69TH STREET, LLC",,Retail Laundry,Scale,Scale,Laundry Scales,Platform Scale - 02,1,1,0,Complete Address,4803,69TH ST,,,,WOODSIDE,NY,11377,Queens,402,26,4056335,4024340008,QN50,40.73823592,-73.89589413
A0158801,INS-000725578,03/18/2024,BA-1602242-2023,MAY MAY GROCERY 86 INC,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,4,4,0,Complete Address,1951,86TH ST,,,,BROOKLYN,NY,11214,Brooklyn,311,38,3165815,3063450049,BK28,40.60518607,-73.9991969
A0158667,INS-000722771,03/15/2024,BA-1687901-2024,WAPE MARKET CORP.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,Complete Address,4043,JUNCTION BLVD,,,,FLUSHING,NY,11368,Queens,404,21,4040215,4016050054,QN26,40.74802065,-73.86873153
A0158683,INS-000725265,03/15/2024,BA-1583440-2023,NXT TRADING INC,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,2,2,0,Complete Address,7304,18TH AVE,,,,BROOKLYN,NY,11204,Brooklyn,311,43,3159049,3062040042,BK28,40.61446611,-73.99491061
A0158685,INS-000725268,03/15/2024,BA-1127201-2022,BC FOOD CORP.,,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,18,18,0,Complete Address,200,SCHERMERHORN STREET,,,,BROOKLYN,NY,11201,Brooklyn,302,33,3000541,3001710001,BK38,40.68882148,-73.98567397
A0158859,INS-000725664,03/18/2024,BA-1570482-2023,EAST 16 DELI AND JUICE BAR INC,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,Complete Address,1683,E 16TH ST,,,,BROOKLYN,NY,11229,Brooklyn,315,48,3182457,3067790050,BK44,40.60869423,-73.95731119
A0158936,INS-000725795,03/18/2024,BA-1320166-2022,KING HWY MEAT CORP.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,3,3,0,Complete Address,1637,E 16TH ST,,,,BROOKLYN,NY,11229,Brooklyn,315,48,3000000,3067790001,BK44,40.60968242,-73.95749784
A0158936,INS-000725795,03/18/2024,BA-1320166-2022,KING HWY MEAT CORP.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Pre-pack Scale - 01,1,1,0,Complete Address,1637,E 16TH ST,,,,BROOKLYN,NY,11229,Brooklyn,315,48,3000000,3067790001,BK44,40.60968242,-73.95749784
A0158939,INS-000725801,03/18/2024,BA-1604815-2023,EP DELI AND GRILL INC.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,Complete Address,1631,EASTERN PARKWAY,,,,BROOKLYN,NY,11233,Brooklyn,316,41,3039332,3014640043,BK79,40.67177294,-73.91440824
A0158946,INS-000725817,03/18/2024,BA-1011569-2022,"ANDRADE, BENARDO",NB DELI GROCERY,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,Complete Address,4916,4TH AVE,,,,BROOKLYN,NY,11220,Brooklyn,307,38,3012890,3007820042,BK32,40.64688702,-74.01215848
A0158968,INS-000725859,03/18/2024,BA-1072761-2022,ALI DELI INC,75 DELI & GROCERY,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,Complete Address,7502,JAMAICA AVE,,,,WOODHAVEN,NY,11421,Queens,409,32,4183026,4089040001,QN53,40.6914374,-73.866362
A0159027,INS-000725941,03/18/2024,BA-1332714-2022,"KINGS VALLEY FRUIT, INC.",,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,2,2,0,Complete Address,1624,KINGS HWY,,,,BROOKLYN,NY,11229,Brooklyn,315,48,3182452,3067790028,BK44,40.60925409,-73.95710914
A0159027,INS-000725941,03/18/2024,BA-1332714-2022,"KINGS VALLEY FRUIT, INC.",,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Pre-pack Scale - 01,1,1,0,Complete Address,1624,KINGS HWY,,,,BROOKLYN,NY,11229,Brooklyn,315,48,3182452,3067790028,BK44,40.60925409,-73.95710914
A0159048,INS-000725980,03/18/2024,BA-1656482-2023,"ABARROTES GABRIEL, INC.",,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,Complete Address,42-05,BROADWAY,,,,ASTORIA,NY,11103,Queens,401,22,4011769,4006920007,QN70,40.75816366,-73.9172571
A0159050,INS-000725984,03/18/2024,BA-1212986-2022,FAT MEAT & PRODUCE CORP.,BRAVO SUPERMARKET,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,7,7,0,Complete Address,4808,4TH AVE,,,,BROOKLYN,NY,11220,Brooklyn,307,38,3337239,3007730040,BK32,40.64747996,-74.01154237
A0159074,INS-000726025,03/19/2024,BA-1282904-2022,KAMLIN III LLC,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,Complete Address,6930,4TH AVE,,,,BROOKLYN,NY,11209,Brooklyn,310,47,3145708,3058720054,BK31,40.6342949,-74.02366386
A0159091,INS-000726057,03/19/2024,BA-1512147-2022,TWO HAND DELI GROCERY CORP.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,Complete Address,23314,MERRICK BLVD,,,,ROSEDALE,NY,11422,Queens,413,31,4282736,4131610035,QN66,40.6748165,-73.73672347
A0159099,INS-000726071,03/19/2024,BA-1447574-2022,MAEEN AL QASERI,ROCKAWAY DELI GROCERY,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,Complete Address,10702,ROCKAWAY BLVD,,,,OZONE PARK,NY,11417,Queens,410,28,4247860,4114820033,QN55,40.67834916,-73.83198298
A0159103,INS-000726081,03/19/2024,BA-1682124-2024,7918 MEAT & PRODUCE CORP,C-TOWN SUPERMARKET,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,Complete Address,7918,3RD AVE,,,,BROOKLYN,NY,11209,Brooklyn,310,47,3150828,3059780046,BK31,40.62836492,-74.02906923
A0159250,INS-000726332,03/19/2024,BA-1450073-2022,"MANDO FOOD, CORP.",,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Pre-pack Scale - 01,1,1,0,Complete Address,7212,5TH AVE,,,,BROOKLYN,NY,11209,Brooklyn,310,47,3147416,3059090042,BK31,40.63152577,-74.02181466
A0159264,INS-000726364,03/19/2024,BA-1544863-2022,"SUNSHINE CONVENIENCE, INC.",,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,Complete Address,2476,86TH ST,,,,BROOKLYN,NY,11214,Brooklyn,311,43,3185636,3068660043,BK29,40.59821637,-73.98769554
A0159293,INS-000726433,03/20/2024,BA-1517775-2022,WEST FORDHAM GROCRY INC,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,Complete Address,150,W FORDHAM RD,,,,BRONX,NY,10468,Bronx,207,14,2014965,2032250169,BX30,40.86280719,-73.90766932
A0159297,INS-000726440,03/20/2024,BA-1626629-2023,BAK SOON KI,ROSEDALE GREEN FARM,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,3,3,0,Complete Address,14359,243RD ST,,,,ROSEDALE,NY,11422,Queens,413,31,4288452,4135700001,QN05,40.66076287,-73.73899921
A0159322,INS-000715426,03/20/2024,BA-1685483-2024,Clean & Go Laundromat,,Retail Laundry,Scale,Scale,Laundry Scales,Platform Scale - 02,1,1,0,Complete Address,489,ROCKAWAY AVE,,,,BROOKLYN,NY,11212,Brooklyn,316,41,3393302,3035260012,BK81,40.66800672,-73.91030008
A0158887,INS-000725705,03/18/2024,BA-1699629-2024,ISHINE NEWYORK INC,,Retail Laundry,Scale,Scale,Laundry Scales,Platform Scale - 02,1,1,0,Complete Address,1453,PITKIN AVE,,,,BROOKLYN,NY,11233,Brooklyn,316,41,3393527,3014750064,BK79,40.66840394,-73.92043609
A0158891,INS-000725710,03/18/2024,BA-1408149-2022,PORTOKALI MARKET CORP,,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,12,12,0,Complete Address,1519,SHEEPSHEAD BAY RD,,,,BROOKLYN,NY,11235,Brooklyn,315,48,3204955,3074600012,BK17,40.58731367,-73.9538829
A0158911,INS-000725745,03/18/2024,BA-1200214-2022,CAZARES M. GROCERY CORP,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,Complete Address,4918,4TH AVE,,,,BROOKLYN,NY,11220,Brooklyn,307,38,3012891,3007820043,BK32,40.64687879,-74.01216569
A0159364,INS-000726535,03/20/2024,BA-1689277-2024,"ANTILLANA SUPERFOOD MEAT, CORP,",,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,10,10,0,Complete Address,3900,BROADWAY,,,,NEW YORK,NY,10032,Manhattan,112,10,1062924,1021220058,MN36,40.83789395,-73.94206513
A0159411,INS-000721673,03/20/2024,BA-1578340-2023,"Spin Laundry, LLC",Laundry Casa Inc.,Retail Laundry,Scale,Scale,Laundry Scales,Platform Scale - 02,1,1,0,Complete Address,176,IRVING AVENUE,,,,BROOKLYN,NY,11237,Brooklyn,304,37,3074201,3032580035,BK77,40.70193069,-73.91951607
